#GEN	TIME		EVAL	BEST		AVG		STDDEV		WORST

126	3.44		1280		6.34e+02  6.32e+02  1.05e+01  5.86e+02
127	3.47		1290		6.34e+02  6.34e+02  0.00e+00  6.34e+02
128	3.49		1300		6.34e+02  6.34e+02  0.00e+00  6.34e+02
129	3.52		1310		6.34e+02  6.34e+02  0.00e+00  6.34e+02
130	3.54		1320		6.34e+02  6.30e+02  1.83e+01  5.50e+02
131	3.58		1330		6.34e+02  6.34e+02  0.00e+00  6.34e+02
132	3.59		1340		6.34e+02  6.34e+02  0.00e+00  6.34e+02
133	3.62		1350		6.48e+02  6.35e+02  3.05e+00  6.34e+02
134	3.64		1360		6.48e+02  6.35e+02  4.20e+00  6.34e+02
135	3.67		1370		6.48e+02  6.35e+02  4.20e+00  6.34e+02
136	3.70		1380		6.48e+02  6.36e+02  5.00e+00  6.34e+02
137	3.73		1390		6.48e+02  6.35e+02  4.20e+00  6.34e+02
138	3.77		1400		6.48e+02  6.30e+02  2.51e+01  5.22e+02
139	3.79		1410		6.48e+02  6.06e+02  1.30e+02  3.80e+01
140	3.81		1420		6.48e+02  6.06e+02  1.30e+02  3.80e+01
141	3.83		1430		6.48e+02  6.31e+02  2.59e+01  5.21e+02
142	3.86		1440		6.48e+02  6.36e+02  5.00e+00  6.34e+02
143	3.88		1450		6.48e+02  6.36e+02  5.00e+00  6.34e+02
144	3.90		1460		6.48e+02  6.36e+02  5.00e+00  6.34e+02
145	3.93		1470		6.52e+02  6.30e+02  3.28e+01  4.89e+02
146	3.96		1480		6.52e+02  5.96e+02  1.33e+02  3.80e+01
147	3.98		1490		6.52e+02  6.36e+02  5.52e+00  6.34e+02
148	4.0		1500		6.52e+02  6.32e+02  1.84e+01  5.56e+02
149	4.2		1510		6.52e+02  6.36e+02  5.52e+00  6.34e+02
150	4.3		1520		6.52e+02  6.37e+02  6.46e+00  6.34e+02
151	4.5		1530		6.52e+02  6.39e+02  7.10e+00  6.34e+02
152	4.8		1540		6.52e+02  6.39e+02  7.10e+00  6.34e+02
153	4.9		1550		6.52e+02  5.88e+02  1.57e+02  1.17e+02
154	4.11		1560		6.52e+02  5.83e+02  1.69e+02  3.80e+01
155	4.14		1570		6.52e+02  6.14e+02  1.14e+02  1.17e+02
156	4.18		1580		6.52e+02  6.14e+02  1.14e+02  1.17e+02
157	4.20		1590		6.52e+02  5.35e+02  2.09e+02  1.17e+02
158	4.23		1600		6.52e+02  6.13e+02  1.14e+02  1.17e+02
159	4.25		1610		6.52e+02  6.40e+02  7.59e+00  6.34e+02
160	4.28		1620		6.52e+02  6.10e+02  1.32e+02  3.50e+01
161	4.31		1630		6.52e+02  6.05e+02  1.16e+02  1.17e+02
162	4.33		1640		6.52e+02  6.32e+02  2.73e+01  5.48e+02
163	4.36		1650		6.52e+02  6.26e+02  3.76e+01  4.93e+02
164	4.38		1660		6.52e+02  5.70e+02  1.81e+02  3.50e+01
165	4.42		1670		6.52e+02  5.64e+02  1.81e+02  3.50e+01
166	4.45		1680		6.52e+02  5.96e+02  1.35e+02  3.80e+01
167	4.48		1690		6.52e+02  6.30e+02  4.17e+01  4.70e+02
168	4.51		1700		6.52e+02  5.74e+02  1.83e+02  3.80e+01
169	4.53		1710		6.52e+02  6.37e+02  3.88e+01  4.70e+02
170	4.56		1720		6.52e+02  5.77e+02  1.84e+02  3.80e+01
171	4.58		1730		6.52e+02  5.80e+02  1.83e+02  3.80e+01
172	4.60		1740		6.52e+02  6.07e+02  1.34e+02  3.80e+01
173	4.63		1750		6.52e+02  6.02e+02  1.34e+02  3.80e+01
174	4.65		1760		6.52e+02  6.39e+02  2.67e+01  5.54e+02
175	4.67		1770		6.52e+02  6.14e+02  1.34e+02  3.50e+01
176	4.68		1780		6.52e+02  6.44e+02  1.82e+01  5.65e+02
177	4.71		1790		6.52e+02  6.42e+02  2.91e+01  5.15e+02
178	4.74		1800		6.52e+02  6.37e+02  3.69e+01  5.06e+02
179	4.75		1810		6.52e+02  6.44e+02  2.15e+01  5.50e+02
180	4.77		1820		6.52e+02  6.44e+02  2.17e+01  5.50e+02
181	4.79		1830		6.52e+02  6.16e+02  1.34e+02  3.50e+01
182	4.82		1840		6.52e+02  6.16e+02  1.34e+02  3.50e+01
183	4.84		1850		6.52e+02  5.88e+02  1.84e+02  3.50e+01
184	4.86		1860		6.52e+02  6.19e+02  1.34e+02  3.50e+01
185	4.88		1870		6.52e+02  6.19e+02  1.34e+02  3.50e+01
186	4.89		1880		6.52e+02  6.19e+02  1.34e+02  3.50e+01
187	4.92		1890		6.52e+02  6.50e+02  2.00e+00  6.48e+02
188	4.94		1900		6.61e+02  5.89e+02  1.85e+02  3.50e+01
189	4.97		1910		6.61e+02  6.17e+02  1.34e+02  3.50e+01
190	5.0		1920		6.61e+02  6.14e+02  1.35e+02  3.50e+01
191	5.2		1930		6.61e+02  5.90e+02  1.85e+02  3.50e+01
192	5.5		1940		6.61e+02  5.77e+02  1.87e+02  1.90e+01
193	5.7		1950		6.61e+02  6.16e+02  1.35e+02  3.50e+01
194	5.10		1960		6.61e+02  5.53e+02  2.23e+02  1.90e+01
195	5.13		1970		6.61e+02  5.85e+02  1.87e+02  1.90e+01
196	5.16		1980		6.61e+02  6.12e+02  1.41e+02  1.90e+01
197	5.18		1990		6.61e+02  5.82e+02  1.89e+02  1.90e+01
198	5.21		2000		6.61e+02  6.45e+02  3.79e+01  4.80e+02
199	5.22		2010		6.61e+02  6.53e+02  3.21e+00  6.52e+02
200	5.25		2020		6.61e+02  6.53e+02  3.21e+00  6.52e+02
201	5.29		2030		6.61e+02  6.53e+02  3.21e+00  6.52e+02
202	5.31		2040		6.61e+02  6.53e+02  3.21e+00  6.52e+02
203	5.32		2050		6.61e+02  6.22e+02  1.38e+02  1.90e+01
204	5.34		2060		6.61e+02  6.23e+02  1.39e+02  1.90e+01
205	5.37		2070		6.61e+02  5.91e+02  1.91e+02  1.90e+01
206	5.40		2080		6.61e+02  5.91e+02  1.91e+02  1.90e+01
207	5.42		2090		6.61e+02  6.56e+02  4.41e+00  6.52e+02
208	5.44		2100		6.61e+02  5.89e+02  1.91e+02  1.90e+01
209	5.46		2110		6.61e+02  5.51e+02  2.28e+02  0.00e+00
210	5.48		2120		6.61e+02  6.48e+02  2.42e+01  5.76e+02
211	5.51		2130		6.61e+02  6.46e+02  3.03e+01  5.39e+02
212	5.52		2140		6.61e+02  6.24e+02  1.39e+02  1.90e+01
213	5.54		2150		6.61e+02  6.56e+02  4.41e+00  6.52e+02
214	5.57		2160		6.61e+02  6.20e+02  1.39e+02  1.90e+01
215	5.59		2170		6.61e+02  6.48e+02  2.68e+01  5.61e+02
216	5.60		2180		6.61e+02  6.49e+02  2.47e+01  5.76e+02
217	5.62		2190		6.61e+02  6.57e+02  4.41e+00  6.52e+02
218	5.65		2200		6.61e+02  6.19e+02  1.42e+02  1.90e+01
219	5.66		2210		6.61e+02  6.60e+02  3.21e+00  6.52e+02
220	5.68		2220		6.61e+02  6.61e+02  0.00e+00  6.61e+02
221	5.71		2230		6.61e+02  6.59e+02  8.94e+00  6.20e+02
222	5.72		2240		6.61e+02  6.61e+02  0.00e+00  6.61e+02
223	5.73		2250		6.61e+02  6.61e+02  0.00e+00  6.61e+02
224	5.75		2260		6.61e+02  6.61e+02  0.00e+00  6.61e+02
225	5.77		2270		6.61e+02  6.50e+02  4.66e+01  4.47e+02
226	5.79		2280		6.61e+02  6.61e+02  0.00e+00  6.61e+02
227	5.82		2290		6.61e+02  6.61e+02  0.00e+00  6.61e+02
228	5.84		2300		6.61e+02  6.61e+02  0.00e+00  6.61e+02
229	5.86		2310		6.61e+02  6.61e+02  0.00e+00  6.61e+02
230	5.87		2320		6.61e+02  6.61e+02  0.00e+00  6.61e+02
231	5.90		2330		6.61e+02  6.61e+02  0.00e+00  6.61e+02
232	5.92		2340		6.61e+02  6.61e+02  0.00e+00  6.61e+02
233	5.94		2350		6.61e+02  6.61e+02  0.00e+00  6.61e+02
234	5.98		2360		6.61e+02  6.61e+02  0.00e+00  6.61e+02
235	6.0		2370		6.61e+02  6.61e+02  0.00e+00  6.61e+02
236	6.3		2380		6.61e+02  6.61e+02  0.00e+00  6.61e+02
237	6.4		2390		6.61e+02  6.61e+02  0.00e+00  6.61e+02
238	6.7		2400		6.61e+02  6.61e+02  0.00e+00  6.61e+02
239	6.9		2410		6.61e+02  6.61e+02  0.00e+00  6.61e+02
240	6.12		2420		6.61e+02  6.61e+02  0.00e+00  6.61e+02
241	6.14		2430		6.61e+02  6.54e+02  3.20e+01  5.14e+02
242	6.16		2440		6.61e+02  6.61e+02  0.00e+00  6.61e+02
243	6.18		2450		6.61e+02  6.61e+02  0.00e+00  6.61e+02
244	6.20		2460		6.61e+02  6.61e+02  0.00e+00  6.61e+02
245	6.23		2470		6.61e+02  6.61e+02  0.00e+00  6.61e+02
246	6.25		2480		6.61e+02  6.54e+02  2.86e+01  5.30e+02
247	6.27		2490		6.61e+02  6.61e+02  0.00e+00  6.61e+02
248	6.28		2500		6.61e+02  6.61e+02  0.00e+00  6.61e+02
249	6.30		2510		6.61e+02  6.61e+02  0.00e+00  6.61e+02
250	6.32		2520		6.61e+02  6.61e+02  0.00e+00  6.61e+02
251	6.35		2530		6.61e+02  6.61e+02  0.00e+00  6.61e+02
252	6.36		2540		6.61e+02  6.61e+02  0.00e+00  6.61e+02
253	6.39		2550		6.61e+02  6.61e+02  0.00e+00  6.61e+02
254	6.41		2560		6.61e+02  6.61e+02  0.00e+00  6.61e+02
255	6.43		2570		6.61e+02  6.61e+02  0.00e+00  6.61e+02
256	6.46		2580		6.61e+02  6.57e+02  1.74e+01  5.81e+02
257	6.49		2590		6.61e+02  6.57e+02  1.74e+01  5.81e+02
258	6.51		2600		6.61e+02  6.61e+02  0.00e+00  6.61e+02
259	6.53		2610		6.61e+02  6.61e+02  0.00e+00  6.61e+02
260	6.57		2620		6.61e+02  6.61e+02  0.00e+00  6.61e+02
261	6.59		2630		6.61e+02  6.61e+02  0.00e+00  6.61e+02
262	6.61		2640		6.61e+02  6.61e+02  0.00e+00  6.61e+02
263	6.63		2650		6.61e+02  6.61e+02  0.00e+00  6.61e+02
264	6.65		2660		6.61e+02  6.61e+02  0.00e+00  6.61e+02
265	6.68		2670		6.61e+02  6.61e+02  0.00e+00  6.61e+02
266	6.70		2680		6.61e+02  6.61e+02  0.00e+00  6.61e+02
267	6.72		2690		6.61e+02  6.61e+02  0.00e+00  6.61e+02
268	6.75		2700		6.61e+02  6.61e+02  0.00e+00  6.61e+02
269	6.78		2710		6.61e+02  6.56e+02  2.38e+01  5.52e+02
270	6.81		2720		6.61e+02  6.61e+02  0.00e+00  6.61e+02
271	6.83		2730		6.61e+02  6.61e+02  0.00e+00  6.61e+02
272	6.84		2740		6.61e+02  6.61e+02  0.00e+00  6.61e+02
273	6.85		2750		6.61e+02  6.61e+02  0.00e+00  6.61e+02
274	6.87		2760		6.61e+02  6.61e+02  0.00e+00  6.61e+02
275	6.89		2770		6.61e+02  6.61e+02  0.00e+00  6.61e+02
276	6.92		2780		6.61e+02  6.61e+02  0.00e+00  6.61e+02
277	6.95		2790		6.61e+02  6.55e+02  2.57e+01  5.43e+02
278	6.96		2800		6.61e+02  6.55e+02  2.57e+01  5.43e+02
279	6.99		2810		6.61e+02  6.61e+02  0.00e+00  6.61e+02
280	7.1		2820		6.61e+02  6.61e+02  0.00e+00  6.61e+02
281	7.2		2830		6.61e+02  6.61e+02  0.00e+00  6.61e+02
282	7.5		2840		6.61e+02  6.61e+02  0.00e+00  6.61e+02
283	7.7		2850		6.61e+02  6.61e+02  0.00e+00  6.61e+02
284	7.9		2860		6.69e+02  6.61e+02  1.74e+00  6.61e+02
285	7.10		2870		6.69e+02  6.62e+02  2.40e+00  6.61e+02
286	7.13		2880		6.69e+02  6.62e+02  2.40e+00  6.61e+02
287	7.15		2890		6.69e+02  6.62e+02  2.40e+00  6.61e+02
288	7.18		2900		6.69e+02  6.62e+02  2.40e+00  6.61e+02
289	7.21		2910		6.69e+02  6.62e+02  2.40e+00  6.61e+02
290	7.23		2920		6.69e+02  6.62e+02  2.40e+00  6.61e+02
291	7.25		2930		6.69e+02  6.62e+02  2.40e+00  6.61e+02
292	7.29		2940		6.69e+02  6.62e+02  2.40e+00  6.61e+02
293	7.30		2950		6.69e+02  6.62e+02  2.86e+00  6.61e+02
294	7.33		2960		6.69e+02  6.51e+02  3.29e+01  5.44e+02
295	7.35		2970		6.69e+02  6.57e+02  2.18e+01  5.63e+02
296	7.36		2980		6.69e+02  6.00e+02  1.86e+02  4.10e+01
297	7.39		2990		6.69e+02  6.59e+02  1.34e+01  6.02e+02
298	7.41		3000		6.69e+02  6.32e+02  1.36e+02  4.10e+01
299	7.43		3010		6.69e+02  6.58e+02  2.22e+01  5.62e+02
